createdAt;updatedAt;importId;externalId;source;title;subtitle;externalLink;state;types;isbn10;isbn13;releaseDate;description;remoteImageUrl;thumbnailRemoteImageUrl;externalAverageRating;userRating;pages;languages;purchaseDate;series;location;bookcase;shelf;authors;publishers;categories;tags;readingStatus;startReading;endReading
2023-02-02;2023-03-02;E2A4FB31-0F68-436E-9588-15CD053DDDF9;44539578;GOODREADS;Resonanz: Eine Soziologie der Weltbeziehung;;https://www.goodreads.com/book/show/44539578-resonanz;BOOKSHELF;PAPERBACK;;9783518298725;2019-01-01;"Wenn Beschleunigung das Problem ist, dann ist Resonanz vielleicht die Lösung. Dies ist, auf die kürzestmögliche Formel gebracht, die Kernthese des neuen Buches von Hartmut Rosa, das als Gründungsdokument einer Soziologie des guten Lebens gelesen werden kann. An seinem Anfang steht die Behauptung, dass sich die Qualität eines menschlichen Lebens nicht in der Währung von Ressourcen, Optionen und Glücksmomenten angeben lässt. Stattdessen müssen wir unseren Blick auf die Beziehung zur Welt richten, die dieses Leben prägt und die dann, wenn sie intakt ist, Ausdruck stabiler Resonanzverhältnisse ist.

Um dies zu begründen, präsentiert Rosa zunächst das ganze Spektrum der Formen, in denen wir eine Beziehung zur Welt herstellen, vom Atmen bis hin zu kulturell ausdifferenzierten Weltbildern. Dann wendet er sich den konkreten Erfahrungs- und Handlungssphären zu – etwa Familie und Politik, Arbeit und Sport, Religion und Kunst –, in denen wir spätmodernen Subjekte Resonanz zwar suchen, aber immer seltener finden. Das hat maßgeblich mit der Steigerungslogik der Moderne zu tun, die sowohl Ursache als auch Folge einer gestörten Weltbeziehung ist, und zwar auf individueller wie kollektiver Ebene. Denn auch die großen Krisentendenzen der Gegenwartsgesellschaft – Ökokrise, Demokratiekrise, Psychokrise – lassen sich resonanztheoretisch analysieren, wie Rosa in seiner Soziologie der Weltbeziehung zeigt. Als eine umfassende Rekonstruktion der Moderne in Begriffen ihrer historisch realisierten Resonanzverhältnisse wagt sie den Versuch, den Rahmen für eine erneuerte Kritische Theorie abzustecken";https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553021788l/44539578._SY160_.jpg;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553021788l/44539578._SY160_.jpg;4.21;;815;;;;;;;Rosa,Hartmut;suhrkamp taschenbuch wissenschaft;;;read;2023-02-02;2023-03-02
2022-10-20;2022-10-28;468F7388-0626-4A7B-9FAF-40C4F77735B5;uJ_CoAEACAAJ;GOOGLE_BOOKS;Sapiens;;http://books.google.de/books?id=uJ_CoAEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;0099590085;9780099590088;;"""From a renowned historian comes a groundbreaking narrative of humanity's creation and evolution--a #1 international bestseller--that explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be ""human."" One hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only one--homo sapiens. What happened to the others? And what may happen to us? Most books about the history of humanity pursue either a historical or a biological approach, but Dr. Yuval Noah Harari breaks the mold with this highly original book that begins about 70,000 years ago with the appearance of modern cognition. From examining the role evolving humans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas .Dr. Harari also compels us to look ahead, because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years. We are acquiring the ability to design not only the world around us, but also ourselves. Where is this leading us, and what do we want to become? Featuring 27 photographs, 6 maps, and 25 illustrations/diagrams, this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond, James Gleick, Matt Ridley, Robert Wright, and Sharon Moalem""--";http://books.google.com/books/content?id=uJ_CoAEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72JtU2ylab2LY7HteSecrvwjbeehZ4nu4pjaRKGAkJKE_1vTWgfoiBmwC0A_Nr2Tf1zlc9BN1C83B4zlA0kZ5TKMv9N_UANAkm_G8eef3aQ8RrEa2WWjE-p3MQSqlxS9Ip2ryz_&source=gbs_api;http://books.google.com/books/content?id=uJ_CoAEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72JtU2ylab2LY7HteSecrvwjbeehZ4nu4pjaRKGAkJKE_1vTWgfoiBmwC0A_Nr2Tf1zlc9BN1C83B4zlA0kZ5TKMv9N_UANAkm_G8eef3aQ8RrEa2WWjE-p3MQSqlxS9Ip2ryz_&source=gbs_api;4.0;;498;en;;;;;;Harari,Yuval Noah;Vintage Books;"History;World";;read;2022-10-20;2022-10-28
2022-05-13;2022-05-26;845B9B4F-E6AD-4559-8AB1-5FC50DDDB126;ApLGwAEACAAJ;GOOGLE_BOOKS;Schneller lesen;;http://books.google.de/books?id=ApLGwAEACAAJ&dq=isbn:9783448064117&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3448064114;9783448064117;;;;http://books.google.com/books/content?id=ApLGwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;126;de;;;;;;"Backwinkel,Holger;Sturtz,Peter";Haufe;;;read;2022-05-13;2022-05-13
2021-06-06;2021-06-26;migrated-book-37D817E4-19D2-4A47-B682-ADD2898B14B8;;USER;Schopenhauer;;;BOOKSHELF;PAPERBACK;;;;;;;;;222;;;;;;;Reinhold,Schneider;;;;read;2021-06-06;2021-06-26
2023-03-04;2023-03-05;864E0AB2-5354-4F6F-8D9F-285285B3ED50;foJKDwAAQBAJ;GOOGLE_BOOKS;Schopenhauer in 60 Minuten;;http://books.google.de/books?id=foJKDwAAQBAJ&printsec=frontcover&dq=Schopenhauer+60&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3746010586;9783746010588;2018-04-23;"Schopenhauer gilt als der mit Abstand größte und brillanteste Pessimist unter den Philosophen. Er entdeckte als erster, dass unser individuelles Leben und der Lauf der Weltgeschichte nicht von Vernunft, Intellekt und sinnvoller Planung bestimmt sind, sondern von einem blinden und hungrigen Willen, der auch die Pflanzen und Tiere antreibt. Anstelle der Vernunft regiert, so Schopenhauer, als metaphysisches Grundprinzip einzig und allein der ""blinde Wille, auftretend als Lebenstrieb, Lebenslust, Lebensmuth: es ist das Selbe, was die Pflanze wachsen macht."" Denn jedes Wesen auf der Erde ist von diesem Lebenswillen erfüllt und muss sich, um zu leben, nach der Sonne strecken, andere Wesen abschatten, verdrängen, vertreiben, jagen, fressen und fürchten, selbst gefressen zu werden. Sogar der majestätisch wirkende Löwe steht auf einem Berg von Leichen, denen er sein Leben verdankt. Am schlimmsten aber sind laut Schopenhauer die Menschen, die sich untereinander sowie den Tieren und der ganzen Natur das größte Leid zufügen. Sie setzten ihr Bewusstsein für Täuschung und planvolle Ausbeutung ein, bauen Fabriken, sperren Tiere in Käfige und Ställe und führen Kriege um Länder und Rohstoffe. Ähnlich wie die Buddhisten kommt Schopenhauer daher zu dem Ergebnis, dass Leben automatisch Leiden bedeutet. Wörtlich sagt er: ""so ist jede Lebensgeschichte eine Leidensgeschichte."" Und ganz ähnlich wie die Buddhisten zieht er daraus eine radikale Konsequenz. Wir müssen ""Nein"" sagen zum Leben und uns durch Kunst, Askese und Meditation der Ruhelosigkeit und Getriebenheit verweigern. Was heißt das aber konkret? Wie kann ich zum Leben ""Nein"" sagen? Wenn unser Leben nichts anderes ist als die Verwirklichung des blinden Willens, ein einziges Fressen und Gefressen werden, wie kann ich mich diesem dann noch entziehen? Und: Was nutzt uns Schopenhauers Pessimismus heute? Wird uns nicht gerade umgekehrt Optimismus und positives Denken empfohlen? Schopenhauer gibt uns auch heute noch faszinierende und kompromisslose Antworten. Sein Kerngedanke wird anhand von über hundert seiner besten Zitate dargestellt. Das Buch ist in der beliebten Reihe ""Große Denker in 60 Minuten"" erschienen.";http://books.google.com/books/publisher/content?id=foJKDwAAQBAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE72-Qga75fhy985bmYJwrwqcPSqpMXbTNu9-UFLOedr9hVI7caqzwWb6cEKlao2Cmc-sJ9_7fVxRssigRmE4poNkzAqVUtpItAHTBlptZxXJs5J4i0sFY2Sir29Ao-g_nwpnlq3N&source=gbs_api;http://books.google.com/books/content?id=foJKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;142;de;;;;;;Ziegler,Walther;BoD – Books on Demand;Philosophy;;read;2023-03-04;2023-03-05
2022-04-29;2022-05-11;C51C8C64-D698-4680-9A58-0BB7F2CCB5A0;jSjfrQEACAAJ;GOOGLE_BOOKS;Search Inside Yourself;;http://books.google.de/books?id=jSjfrQEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3442221137;9783442221134;2015-09-14;Google zählt weltweit zu den Konzernen mit der höchsten Mitarbeiterzufriedenheit. Eines der Erfolgsprinzipien ist das revolutionäre Selbstentwicklungsprogramm Search Inside Yourself, das Google-Veteran Chade-Meng Tan zusammen mit renommierten Wissenschaftlern wie Jon Kabat-Zinn und Daniel Goleman entwickelte. Kern des Acht-Wochen-Kurses ist ein leicht umsetzbares Achtsamkeitskonzept, das auf drei einfachen Prinzipien basiert: Aufmerksamkeitstraining, Selbsterkenntnis sowie der Aneignung nützlicher geistiger Gewohnheiten. Wer regelmäßig übt, wird im Beruf wie im Privatleben zufriedener, gelassener, kreativer und schließlich auch erfolgreicher - und das nicht nur bei Google. (Quelle: buchhandel.de).;;http://books.google.com/books/content?id=jSjfrQEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73WvQ9JjZmOvMx7rtdZng1eRrdRCa_9aC2QgUG9MyQUO8suc1wkQmJDgYtlukRRBR4dN3CTmUIhTi8L_im6xYbKlqyGdYHyAPQJaHO3M6oY28oiBvpcAyAbDDZxVbi9vlSwYoi8&source=gbs_api;2.0;;347;de;;;;;;Tan,Chade-Meng;Goldmann TB;;;read;2022-04-29;2022-05-01
2022-04-25;2022-05-11;4EE60F73-F369-40E4-8AB3-47325B0D6562;FZVkzgEACAAJ;GOOGLE_BOOKS;Sensibel;;http://books.google.de/books?id=FZVkzgEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;360898335X;9783608983357;2021-10-20;"""Sensibilität ist eine zivilisatorische Errungenschaft. Im Kampf um Anerkennung unterdrückter Gruppen spielt sie eine wichtige Rolle. Aber sie kann auch vom Progressiven ins Regressive kippen. Über diese Dialektik müssen wir nachdenken, um die gesellschaftliche Polarisierung zu überwinden."" (S. Flaßpöhler). Mehr denn je sind wir damit beschäftigt, das Limit des Zumutbaren neu zu justieren. Wo liegt die Grenze des Sagbaren? Ab wann ist eine Berührung eine Belästigung? Svenja Flaßpöhler tritt einen Schritt zurück und beleuchtet den Glutkern des Konflikts: die zunehmende Sensibilisierung des Selbst und der Gesellschaft.";;;;;240;de;;;;;;Flaßpöhler,Svenja;Klett-Cotta Verlag;;;read;2022-04-25;2022-04-27
2022-05-23;2022-08-01;B36F8EB6-C748-4EA0-B838-73DE8ACE957F;h8EIrgEACAAJ;GOOGLE_BOOKS;SHE;;http://books.google.de/books?id=h8EIrgEACAAJ&dq=isbn:8171674348&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;8171674348;9788171674343;;She, the ageless white goddess of the Amahaggers, who live in the impenetrable heart of Africa, is a woman of terrible beauty and power. In her frustrated love for Kallikrates, she kills him but lets the wife Amenartes flee the country. More than 2000 years later, the receipt of a family heirloom plunges Leo Vincey into an adventure that takes him throughout Africa and to an unexpected tragedy that marks its end.;;;3.5;;320;en;;;;;;Haggard,Rider;books catalog;;;read;2022-05-24;2022-05-29
2021-04-13;2021-09-16;D1765EFD-09CA-4F0F-A15D-08B15716A41B;1091279;GOODREADS;Shogun;;https://www.goodreads.com/book/show/1091279.Shogun;BOOKSHELF;PAPERBACK;3426006537;9783426006535;;"Der englische Seefahrer John Blackthorne und der Rest seiner Mannschaft erreichen mit knapper Not Japan, ein nautisches Meisterstück durch fremde und in Feindeshand befindliche Gewässer. Hier muss er sich in einer völlig fremden Welt zurechtfinden und gerät zudem in die Intrigenspiele zwischen Ishido und Toranaga, zwei der mächtigsten Fürsten des Landes. Toranaga wird zu seinem Gönner, und zu dessen Beraterin Mariko bildet sich über gesellschaftliche und religiöse Gräben hinweg eine romantische Beziehung, während sie Blackthorne die Besonderheiten Japans verständlich macht.

Fürst Toranaga, Herr über die Kwanto-Ebene, befindet sich in einer scheinbar aussichtslosen Situation: Alle wichtigen japanischen Fürsten verbünden sich gegen ihn, so stünde seine Armee im Falle eines unausweichlich erscheinenden Krieges einer dreifachen Übermacht gegenüber. Auch ein Verzweiflungsschlag ist aussichtslos, weil Toranagas Halbbruder, der Daimyo Zataki, Herr der zwischen Yedo und Osaka befindlichen Provinz Shinano und eines wichtigen Teils der zu überwindenden Wegstrecke, sich offen auf die Seite seiner Feinde schlägt. Zu allem Überfluss wird Toranaga durch einen kaiserlichen Erlass dazu gezwungen, sich beinahe schutzlos in die Höhle des Löwen zu begeben. Doch er hat nicht umsonst den Ruf, einer der weisesten Staatsmänner zu sein. Blackthorne, protestantischer Engländer und begabter Schiffsführer eines kampfkräftigen Schiffes, ist das Mittel, um die Jesuiten, einen wichtigen Machtfaktor in Japan, unter Druck zu setzen. Die Kurtisanen Kiku und Gyoko verschaffen Toranaga die nötigen Information, um Zataki wieder auf seine Seite zu ziehen. Und Mariko gelingt es durch ihren Tod, das gegnerische Bündnis zu sprengen. Damit wird für Toranaga das große Ziel erreichbar: Er wird Shogun.";;;4.39;;958;;;;;;;Clavell,James;Droemer Knaur;Adventure;;read;2020-05-20;2020-05-20
2022-08-28;2022-08-28;9438AA46-88E8-4A33-8EF5-4176D19CA651;TktcAAAAMAAJ;GOOGLE_BOOKS;Siddhartha;;http://books.google.de/books?id=TktcAAAAMAAJ&q=Hermann+hesse+siddharta&dq=Hermann+hesse+siddharta&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3518012274;9783518012277;1969-01-01;;http://books.google.com/books/content?id=TktcAAAAMAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE72KkiElEVpkHYhDSILLndkhvrgROdXzgfLjjPwO0Fr_7g1WwXEAoRkYjMvecW7f0MQ2fz_JG8VJSwWI4fHa3iu97fLZ5aYlwAM9ayjjlgxkaIMrpLDMKBYZjqfSnZtwZiWj8lCJ&source=gbs_api;http://books.google.com/books/content?id=TktcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5.0;;135;de;;;;;;Hesse,Hermann;Suhrkamp;Brahmans;;read;2022-08-28;2022-08-28
2022-10-29;2022-10-30;6AACFEDB-C8CF-47D8-8AC7-377C115C7B74;3_4fzwEACAAJ;GOOGLE_BOOKS;Sinnbilder;;http://books.google.de/books?id=3_4fzwEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3103971699;9783103971699;;;;;;;187;de;;;;;;"Messner,Diane;Messner,Reinhold";FISCHER, S.;;;read;2022-10-29;2022-10-30
2022-06-17;2022-08-08;FB3160A3-E2FE-43B1-A3ED-84D581198872;xnb7DwAAQBAJ;GOOGLE_BOOKS;T: The Story of Testosterone, the Hormone that Dominates and Divides Us;;http://books.google.de/books?id=xnb7DwAAQBAJ&printsec=frontcover&dq=Hooven+testos&hl=&cd=2&source=gbs_api;BOOKSHELF;EBOOK;125023607X;9781250236074;2021-07-13;Through riveting personal stories and the latest research, Harvard evolutionary biologist Carole Hooven shows how testosterone drives the behavior of the sexes apart and how understanding the science behind this hormone is empowering for all. Since antiquity—from the eunuchs in the royal courts of ancient China to the booming market for “elixirs of youth” in nineteenth-century Europe—humans have understood that typically masculine behavior depends on testicles, the main source of testosterone in males. Which sex has the highest rates of physical violence, hunger for status, and desire for a high number of sex partners? Just follow the testosterone. Although we humans can study and reflect on our own behavior, we are also animals, the products of millions of years of evolution. Fascinating research on creatures from chimpanzees to spiny lizards shows how high testosterone helps males out-reproduce their competitors. And men are no exception. While most people agree that sex differences in human behavior exist, they disagree about the reasons. But the science is clear: testosterone is a potent force in human society, driving the bodies and behavior of the sexes apart. But, as Hooven shows in T, it does so in concert with genes and culture to produce a vast variety of male and female behavior. And, crucially, the fact that many sex differences are grounded in biology provides no support for restrictive gender norms or patriarchal values. In understanding testosterone, we better understand ourselves and one another—and how we might build a fairer, safer society.;http://books.google.com/books/publisher/content?id=xnb7DwAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE70868PHRpXBb03AVhFx9klZjRtWY7AQR7BmF8j7AE7SKDD42xE7kEbZE4-qGpZ5yUQU75aISm--iUyPJUY4jHSJ3vTa6csWMxnKVxzgXV_VE4TU0OcwRjWfouIO25duJfFr1g0O&source=gbs_api;http://books.google.com/books/content?id=xnb7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5.0;;320;en;;;;;;Hooven,Carole;Henry Holt and Company;Science;;read;2022-08-04;2022-08-07
2022-08-30;2022-10-07;84A2BAEE-9070-43AA-9143-BE9355452C6D;cytEuwAACAAJ;GOOGLE_BOOKS;Ten Billion Days and One Hundred Billion Nights;;http://books.google.de/books?id=cytEuwAACAAJ&dq=Ten+billion+days&hl=&cd=1&source=gbs_api;BOOKSHELF;EBOOK;142154931X;9781421549316;2012-11-20;Plato, Buddha, Christ--what brings these men to the far future to witness the end of the world? Reads L to R (Western Style). Ten billion days—that is how long it will take the philosopher Plato to determine the true systems of the world. One hundred billion nights—that is how far into the future Jesus of Nazareth, Siddhartha, and the demigod Asura will travel to witness the end of all worlds. Named the greatest Japanese science fiction novel of all time, Ten Billion Days and One Hundred Billion Nights is an epic eons in the making. Originally published in 1967, the novel was revised by the author in later years and republished in 1973.;;http://books.google.com/books/content?id=cytEuwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;256;en;;;;;;;Haikasoru;;;read;2022-09-30;2022-10-07
2022-04-21;2022-05-11;09CBC9BC-1F3A-4D2B-B43A-E9A31A34303F;tQ1C-rvAfJUC;GOOGLE_BOOKS;The 4-Hour Work Week;;http://books.google.de/books?id=tQ1C-rvAfJUC&hl=&source=gbs_api;BOOKSHELF;EBOOK;1446490599;9781446490594;2011-08-31;<p><b>A new, updated and expanded edition of this <i>New York Times</i> bestseller on how to reconstruct your life so it's not all about work</b><br><br> Forget the old concept of retirement and the rest of the deferred-life plan - there is no need to wait and every reason not to, especially in unpredictable economic times. Whether your dream is escaping the rat race, experiencing high-end world travel, earning a monthly five-figure income with zero management, or just living more and working less, this book is the blueprint.<br><br> This step-by step guide to luxury lifestyle design teaches:<br><br> * How Tim went from $40,000 dollars per year and 80 hours per week to $40,000 per MONTH and 4 hours per week<br> * How to outsource your life to overseas virtual assistants for $5 per hour and do whatever you want <br> * How blue-chip escape artists travel the world without quitting their jobs <br> * How to eliminate 50% of your work in 48 hours using the principles of a forgotten Italian economist <br> * How to trade a long-haul career for short work bursts and frequent 'mini-retirements'.<br><br> This new updated and expanded edition includes:<br><br> More than 50 practical tips and case studies from readers (including families) who have doubled their income, overcome common sticking points, and reinvented themselves using the original book as a starting point <br> * Real-world templates you can copy for eliminating email, negotiating with bosses and clients, or getting a private chef for less than £5 a meal <br> * How lifestyle design principles can be suited to unpredictable economic times <br> * The latest tools and tricks, as well as high-tech shortcuts, for living like a diplomat or millionaire without being either.</p>;http://books.google.com/books/content?id=tQ1C-rvAfJUC&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE73ZqEzt3rNe3DhRHdXFjJ3ciFTqufKNQX8Tw3j5B7yWnWsKhU8vGqU520T69zszfyfdSd8NB_Henhz7mp8boTfxsjK62lYCZ_qgwK1iOUhnNQbpbSZJjWR7ziA-x0AHKjz9o99J&source=gbs_api;http://books.google.com/books/content?id=tQ1C-rvAfJUC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70DboSfPPYRd9zwTDc6lBEMOLz6Jj_k98vzQExObFgNYA13M3YnwTP1VxyBSYhUiXwqA27w-ee5a8it4mjmMI0hMJJUB7gJAypRYj-TMmTdqX5-m0ump45Z9gZ1rh6pD_f4ZVC9&source=gbs_api;4.0;;416;en;;;;;;Ferriss,Timothy;Random House;"Business & Economics;General;Office Management;Personal Finance;Time Management;Workplace Culture";;read;2022-04-21;2022-04-22
2022-02-19;2022-02-21;E9941643-34B3-4448-A337-03139A04B724;240mDwAAQBAJ;GOOGLE_BOOKS;The Art of the Good Life;;http://books.google.de/books?id=240mDwAAQBAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;1473667496;9781473667495;2017-11-02;<p><b>The indispensable life manual from the author of the international bestseller, <i>The Art of Thinking Clearly. </i></b><br><br><i><b>52 intellectual short-cuts for wiser thinking and better decisions, at home and at work. They may not guarantee you a good life, but they'll give you a better chance.</b></i><br><br>Since the dawn of civilization, we've been asking ourselves what it means to live a good life: how should I live, what will truly make be happy, how much should I earn, how should I spend my time? In the absence of a single simple answer, what we need is a toolkit of mental models, a guide to practical living.</p>;http://books.google.com/books/publisher/content?id=240mDwAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE73DwTjmG3NRMwbqA_RNuK-pZDjAXCOPcrZZPw5tSEArmCBerMOO27S3J4sAQfHocaTDVGg-NevPqt3RxaLqCVPr20H4md-8JNmVa5liwd8HejNPyNd78rekABnutr_BNRHeTEm_&source=gbs_api;http://books.google.com/books/publisher/content?id=240mDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE712sHhqnDT2gZamPkUjjOok_kTnfLcIy1X3ZbLCcAAQmzVgg4eXB-eiU6HIB7Vexg81a8kvkj-p_YMrhTqW0QddYUJlAUiCao1OATp22kQ-EoDI5GEBmKC7FkxWIXlssJfAUAXc&source=gbs_api;;;217;en;;;;;;Dobelli,Rolf;Hachette UK;"Biography & Autobiography;General;Self-Help";;read;2022-02-19;2022-02-21
2021-03-24;2021-07-14;80952AB2-0B69-4C27-AA3C-4D1A060B9346;nnV8vgEACAAJ;GOOGLE_BOOKS;The Behavior Gap;;http://books.google.de/books?id=nnV8vgEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;1591844649;9781591844648;;"<p><b> ""It's not that we're dumb. We're wired to avoid pain and pursue pleasure and security. It feels right to sell when everyone around us is scared and buy when everyone feels great. It may feel right-but it's not rational.""<br>-From The Behavior Gap </b></p><p>Why do we lose money? It's easy to blame the economy or the financial markets-but the real trouble lies in the decisions we make.</p><p>As a financial planner, Carl Richards grew frustrated watching people he cared about make the same mistakes over and over. They were letting emotion get in the way of smart financial decisions. He named this phenomenon-the distance between what we should do and what we actually do-""the behavior gap."" Using simple drawings to explain the gap, he found that once people understood it, they started doing much better.</p><p>Richards's way with words and images has attracted a loyal following to his blog posts for <i>The New York Times</i>, appearances on National Public Radio, and his columns and lectures. His book will teach you how to rethink all kinds of situations where your perfectly natural instincts (for safety or success) can cost you money and peace of mind.</p><p>He'll help you to:<br></p><ul> <li>avoid the tendency to buy high and sell low;</li> <li>avoid the pitfalls of generic financial advice;</li> <li>invest all of your assets-time and energy as well as savings-more wisely;</li> <li>quit spending money and time on things that don't matter;</li> <li>identify your real financial goals;</li> <li>start meaningful conversations about money;</li> <li>simplify your financial life;</li> <li>stop losing money! <p></p> <p>It's never too late to make a fresh financial start. As Richards writes: ""We've all made mistakes, but now it's time to give yourself permission to review those mistakes, identify your personal behavior gaps, and make a plan to avoid them in the future. The goal isn't to make the 'perfect' decision about money every time, but to do the best we can and move forward. Most of the time, that's enough.""</p> </li></ul>";;http://books.google.com/books/content?id=nnV8vgEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE720YyNm1hDloc1q5FK6NX5dG1CIVVUIc9Hh7wxRS2u-ShdQfByyi8-SvsaB24ppIG4aVz9X1YK5G6wsJErWQe8yjA10WLJwjSwswQ3obAYI0JQn4Ooft3AgB8i9e8U7txAOjfii&source=gbs_api;4.0;;178;en;;;;;;Richards,Carl;Portfolio/Penguin;"Business & Economics;Business Development";Visionary |||#0700B3;read;2021-06-27;2021-07-04
2022-12-27;2023-01-29;C7F5EBB9-E971-4175-A50D-11F3EAD61AA1;yRP1AgAAQBAJ;GOOGLE_BOOKS;The Bonobo and the Atheist: In Search of Humanism Among the Primates;;http://books.google.de/books?id=yRP1AgAAQBAJ&dq=isbn:9780393347791&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;0393347796;9780393347791;2014-03-10;A renowned primatologist argues that ethical behavior witnessed in animals is the evolutionary and biological origin of human fairness and explains that morality has more to do with natural instincts than with religion. 30,000 first printing.;;http://books.google.com/books/content?id=yRP1AgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;4.0;;289;en;;;;;;"Waal,Frans B. M.;Waal,Frans de";W. W. Norton & Company;Science;;read;2022-12-27;2022-12-31
2023-01-20;2023-01-21;EE234319-DEDA-4511-AEE8-62B773D45C92;QHN9DwAAQBAJ;GOOGLE_BOOKS;The Book of Ikigai;;http://books.google.com/books?id=QHN9DwAAQBAJ&printsec=frontcover&dq=Ikigai+ken+mogi&hl=&cd=8&source=gbs_api;BOOKSHELF;PAPERBACK;602385415X;9786023854158;2018-06-11;;http://books.google.com/books/publisher/content?id=QHN9DwAAQBAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE734cBWgKesjFTy8glljXFVoqmOD_MAnStIhSN7BT08SSPwVbNfqu2phCchMGrTwN3R6B1knr1blNggQRaMNabMRO79Ym4-L8-Sj9pMBIBOLwb_4KmopMEnBn4yZ38OG095QGGjc&source=gbs_api;http://books.google.com/books/content?id=QHN9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5.0;;200;id;;;;;;Mogi,Ken;Noura Books;Self-Help;;read;2023-01-20;2023-01-21
2022-10-10;2022-10-15;43E9DEE6-D80E-4BA6-B70A-A6BA29465389;yGseQQAACAAJ;GOOGLE_BOOKS;The Cosmic Serpent;;http://books.google.de/books?id=yGseQQAACAAJ&dq=isbn:9780753808511&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;075380851X;9780753808511;1999-01-01;Whilst living amongst Peruvian Indians, anthropologist Jeremy Narby learned of their phenomenal knowledge of plants and biochemical interactions, gained under the influence of the hallucinogen ayahuasca. Despite his initial scepticism, Narby found himself engaged in an increasingly obsessive quest. He researched cutting-edge scholarship in subjects as diverse as molecular biology, shamanism, neurology and mythology, which led him inexorably to the conclusion that the Indians' claims were literally true: to a consciousness prepared with drugs, biochemical knowledge could indeed be transmitted, through DNA itself.;;http://books.google.com/books/content?id=yGseQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;4.0;;257;en;;;;;;Narby,Jeremy;Phoenix;Ashaninca Indians;;read;2022-10-10;2022-10-15
